,Date(NZST),Amount(mm),Deficit(mm),Runoff(mm),Period(Hrs),Freq
4058,20200211:0800,0.0,88.0,0.0,24,0.0
4059,20200212:0800,0.0,90.8,0.0,24,0.0
4060,20200213:0800,0.0,93.5,0.0,24,0.0
4061,20200214:0800,0.0,96.1,0.0,24,0.0
4062,20200215:0800,0.0,98.6,0.0,24,0.0
4063,20200216:0800,0.0,100.9,0.0,24,0.0
4064,20200217:0800,7.2,95.9,0.0,24,0.0
4065,20200218:0800,6.2,92.2,0.0,24,0.0
4066,20200219:0800,11.4,83.4,0.0,24,0.0
4067,20200220:0800,0.0,86.5,0.0,24,0.0
4068,20200221:0800,0.0,89.4,0.0,24,0.0
4069,20200222:0800,17.8,74.3,0.0,24,0.0
4070,20200223:0800,6.6,71.2,0.0,24,0.0
4071,20200224:0800,0.0,74.6,0.0,24,0.0
4072,20200225:0800,0.0,78.0,0.0,24,0.0
4073,20200226:0800,0.0,81.3,0.0,24,0.0
4074,20200227:0800,0.0,84.4,0.0,24,0.0
4075,20200228:0800,0.0,87.4,0.0,24,0.0
4076,20200229:0800,23.2,67.0,0.0,24,0.0
4077,20200301:0800,0.2,70.3,0.0,24,0.0
4078,20200302:0800,0.0,72.6,0.0,24,0.0
4079,20200303:0800,1.8,73.2,0.0,24,0.0
4080,20200304:0800,13.0,62.6,0.0,24,0.0
4081,20200305:0800,0.0,64.9,0.0,24,0.0
4082,20200306:0800,0.0,67.3,0.0,24,0.0
4083,20200307:0800,0.0,69.6,0.0,24,0.0
4084,20200308:0800,0.0,72.0,0.0,24,0.0
4085,20200309:0800,5.4,69.0,0.0,24,0.0
4086,20200310:0800,1.2,70.1,0.0,24,0.0
4087,20200311:0800,0.4,72.1,0.0,24,0.0
4088,20200312:0800,0.0,74.5,0.0,24,0.0
4089,20200313:0800,0.0,76.8,0.0,24,0.0
4090,20200314:0800,0.0,79.1,0.0,24,0.0
4091,20200315:0800,0.0,81.4,0.0,24,0.0
4092,20200316:0800,0.0,83.5,0.0,24,0.0
4093,20200317:0800,0.0,85.6,0.0,24,0.0
4094,20200318:0800,0.0,87.7,0.0,24,0.0
4095,20200319:0800,0.0,89.6,0.0,24,0.0
4096,20200320:0800,0.0,91.5,0.0,24,0.0
4097,20200321:0800,0.0,93.4,0.0,24,0.0
4098,20200322:0800,22.2,73.0,0.0,24,0.0
4099,20200323:0800,1.4,73.9,0.0,24,0.0
4100,20200324:0800,13.8,62.5,0.0,24,0.0
4101,20200325:0800,0.2,64.7,0.0,24,0.0
4102,20200326:0800,0.0,67.0,0.0,24,0.0
4103,20200327:0800,9.6,59.8,0.0,24,0.0
4104,20200328:0800,7.4,54.7,0.0,24,0.0
4105,20200329:0800,0.0,57.1,0.0,24,0.0
4106,20200330:0800,0.0,59.5,0.0,24,0.0
4107,20200331:0800,0.0,61.8,0.0,24,0.0
4108,20200401:0800,0.0,64.2,0.0,24,0.0
4109,20200402:0800,0.0,65.3,0.0,24,0.0
4110,20200403:0800,0.0,66.5,0.0,24,0.0
4111,20200404:0800,0.0,67.6,0.0,24,0.0
4112,20200405:0900,0.0,68.8,0.0,24,0.0
4113,20200406:0900,0.0,69.9,0.0,24,0.0
4114,20200407:0900,0.2,70.9,0.0,24,0.0
4115,20200408:0900,5.8,66.2,0.0,24,0.0
4116,20200409:0900,5.8,61.6,0.0,24,0.0
4117,20200410:0900,0.0,62.7,0.0,24,0.0
4118,20200411:0900,0.0,63.8,0.0,24,0.0
4119,20200412:0900,0.0,65.0,0.0,24,0.0
4120,20200413:0900,50.8,15.3,0.0,24,0.0
4121,20200414:0900,25.2,0.0,8.7,24,0.0
4122,20200415:0900,3.2,0.0,2.1,24,0.0
4123,20200416:0900,1.4,0.0,0.3,24,0.0
4124,20200417:0900,1.8,0.0,0.7,24,0.0
4125,20200418:0900,14.4,0.0,13.3,24,0.0
4126,20200419:0900,11.6,0.0,10.5,24,0.0
4127,20200420:0900,6.4,0.0,5.3,24,0.0
4128,20200421:0900,0.6,0.5,0.0,24,0.0
4129,20200422:0900,0.2,1.5,0.0,24,0.0
4130,20200423:0900,0.2,2.4,0.0,24,0.0
4131,20200424:0900,15.8,0.0,12.2,24,0.0
4132,20200425:0900,0.0,1.1,0.0,24,0.0
4133,20200426:0900,0.4,1.9,0.0,24,0.0
4134,20200427:0900,1.2,1.8,0.0,24,0.0
4135,20200428:0900,18.8,0.0,15.8,24,0.0
4136,20200429:0900,0.0,1.1,0.0,24,0.0
4137,20200430:0900,0.0,2.3,0.0,24,0.0
4138,20200501:0900,0.0,3.4,0.0,24,0.0
4139,20200502:0900,0.0,3.9,0.0,24,0.0
4140,20200503:0900,73.4,0.0,69.0,24,0.0
4141,20200504:0900,17.2,0.0,16.7,24,0.0
4142,20200505:0900,48.6,0.0,48.1,24,0.0
4143,20200506:0900,1.4,0.0,0.9,24,0.0
4144,20200507:0900,0.4,0.1,0.0,24,0.0
4145,20200508:0900,0.0,0.6,0.0,24,0.0
4146,20200509:0900,0.0,1.1,0.0,24,0.0
4147,20200510:0900,0.0,1.5,0.0,24,0.0
4148,20200511:0900,0.0,2.0,0.0,24,0.0
4149,20200512:0900,10.2,0.0,7.7,24,0.0
4150,20200513:0900,0.0,0.5,0.0,24,0.0
4151,20200514:0900,0.0,1.0,0.0,24,0.0
4152,20200515:0900,0.0,1.5,0.0,24,0.0
4153,20200516:0900,0.0,1.9,0.0,24,0.0
4154,20200517:0900,0.0,2.4,0.0,24,0.0
4155,20200518:0900,0.0,2.9,0.0,24,0.0
4156,20200519:0900,0.0,3.4,0.0,24,0.0
4157,20200520:0900,0.0,3.9,0.0,24,0.0
4158,20200521:0900,0.0,4.4,0.0,24,0.0
4159,20200522:0900,0.0,4.8,0.0,24,0.0
4160,20200523:0900,0.0,5.3,0.0,24,0.0
4161,20200524:0900,0.0,5.8,0.0,24,0.0
4162,20200525:0900,34.0,0.0,27.7,24,0.0
4163,20200526:0900,0.0,0.5,0.0,24,0.0
4164,20200527:0900,0.0,1.0,0.0,24,0.0
4165,20200528:0900,0.0,1.5,0.0,24,0.0
4166,20200529:0900,0.0,1.9,0.0,24,0.0
4167,20200530:0900,0.0,2.4,0.0,24,0.0
4168,20200531:0900,0.0,2.9,0.0,24,0.0
4169,20200601:0900,0.0,3.4,0.0,24,0.0
4170,20200602:0900,0.0,3.7,0.0,24,0.0
4171,20200603:0900,0.0,4.0,0.0,24,0.0
4172,20200604:0900,16.6,0.0,12.3,24,0.0
4173,20200605:0900,5.4,0.0,5.1,24,0.0
4174,20200606:0900,0.0,0.3,0.0,24,0.0
4175,20200607:0900,8.2,0.0,7.6,24,0.0
4176,20200608:0900,1.6,0.0,1.3,24,0.0
4177,20200609:0900,3.4,0.0,3.1,24,0.0
4178,20200610:0900,0.0,0.3,0.0,24,0.0
4179,20200611:0900,0.0,0.6,0.0,24,0.0
4180,20200612:0900,10.4,0.0,9.5,24,0.0
4181,20200613:0900,1.0,0.0,0.7,24,0.0
4182,20200614:0900,0.0,0.3,0.0,24,0.0
4183,20200615:0900,0.0,0.6,0.0,24,0.0
4184,20200616:0900,12.0,0.0,11.1,24,0.0
4185,20200617:0900,3.8,0.0,3.5,24,0.0
4186,20200618:0900,6.4,0.0,6.1,24,0.0
4187,20200619:0900,0.4,0.0,0.1,24,0.0
4188,20200620:0900,0.0,0.3,0.0,24,0.0
4189,20200621:0900,0.0,0.6,0.0,24,0.0
4190,20200622:0900,0.0,0.9,0.0,24,0.0
4191,20200623:0900,0.0,1.2,0.0,24,0.0
4192,20200624:0900,0.0,1.5,0.0,24,0.0
4193,20200625:0900,0.0,1.8,0.0,24,0.0
4194,20200626:0900,0.2,1.9,0.0,24,0.0
4195,20200627:0900,0.0,2.2,0.0,24,0.0
4196,20200628:0900,7.0,0.0,4.5,24,0.0
4197,20200629:0900,0.4,0.0,0.1,24,0.0
4198,20200630:0900,0.0,0.3,0.0,24,0.0
4199,20200701:0900,0.0,0.6,0.0,24,0.0
4200,20200702:0900,0.0,0.9,0.0,24,0.0
4201,20200703:0900,0.0,1.2,0.0,24,0.0
4202,20200704:0900,0.0,1.5,0.0,24,0.0
4203,20200705:0900,4.2,0.0,2.4,24,0.0
4204,20200706:0900,11.8,0.0,11.5,24,0.0
4205,20200707:0900,1.2,0.0,0.9,24,0.0
4206,20200708:0900,1.8,0.0,1.5,24,0.0
4207,20200709:0900,0.0,0.3,0.0,24,0.0
4208,20200710:0900,0.2,0.4,0.0,24,0.0
4209,20200711:0900,0.0,0.7,0.0,24,0.0
4210,20200712:0900,0.2,0.8,0.0,24,0.0
4211,20200713:0900,22.4,0.0,21.3,24,0.0
4212,20200714:0900,0.0,0.3,0.0,24,0.0
4213,20200715:0900,0.0,0.6,0.0,24,0.0
4214,20200716:0900,0.0,0.9,0.0,24,0.0
4215,20200717:0900,0.0,1.2,0.0,24,0.0
4216,20200718:0900,0.0,1.5,0.0,24,0.0
4217,20200719:0900,0.0,1.8,0.0,24,0.0
4218,20200720:0900,0.8,1.3,0.0,24,0.0
4219,20200721:0900,13.0,0.0,11.5,24,0.0
4220,20200722:0900,8.0,0.0,7.7,24,0.0
4221,20200723:0900,10.2,0.0,9.9,24,0.0
4222,20200724:0900,9.4,0.0,9.1,24,0.0
4223,20200725:0900,0.0,0.3,0.0,24,0.0
4224,20200726:0900,0.0,0.6,0.0,24,0.0
4225,20200727:0900,0.0,0.9,0.0,24,0.0
4226,20200728:0900,0.0,1.2,0.0,24,0.0
4227,20200729:0900,0.2,1.3,0.0,24,0.0
4228,20200730:0900,0.0,1.6,0.0,24,0.0
4229,20200731:0900,0.0,1.9,0.0,24,0.0
4230,20200801:0900,0.0,2.1,0.0,24,0.0
4231,20200802:0900,0.0,3.0,0.0,24,0.0
4232,20200803:0900,0.0,3.8,0.0,24,0.0
4233,20200804:0900,0.6,4.0,0.0,24,0.0
4234,20200805:0900,0.2,4.6,0.0,24,0.0
4235,20200806:0900,0.2,5.2,0.0,24,0.0
4236,20200807:0900,8.4,0.0,2.4,24,0.0
4237,20200808:0900,0.0,0.8,0.0,24,0.0
4238,20200809:0900,0.0,1.6,0.0,24,0.0
4239,20200810:0900,2.6,0.0,0.2,24,0.0
4240,20200811:0900,0.0,0.8,0.0,24,0.0
4241,20200812:0900,0.0,1.6,0.0,24,0.0
4242,20200813:0900,0.0,2.4,0.0,24,0.0
4243,20200814:0900,0.0,3.2,0.0,24,0.0
4244,20200815:0900,0.0,4.0,0.0,24,0.0
4245,20200816:0900,0.0,4.9,0.0,24,0.0
4246,20200817:0900,0.0,5.7,0.0,24,0.0
4247,20200818:0900,0.0,6.5,0.0,24,0.0
4248,20200819:0900,15.8,0.0,8.5,24,0.0
4249,20200820:0900,13.2,0.0,12.4,24,0.0
4250,20200821:0900,15.6,0.0,14.8,24,0.0
4251,20200822:0900,26.8,0.0,26.0,24,0.0
4252,20200823:0900,4.2,0.0,3.4,24,0.0
4253,20200824:0900,9.8,0.0,9.0,24,0.0
4254,20200825:0900,0.8,0.0,0.0,24,0.0
4255,20200826:0900,5.4,0.0,4.6,24,0.0
4256,20200827:0900,5.8,0.0,5.0,24,0.0
4257,20200828:0900,0.4,0.4,0.0,24,0.0
4258,20200829:0900,2.8,0.0,1.6,24,0.0
4259,20200830:0900,0.8,0.0,0.0,24,0.0
4260,20200831:0900,0.2,0.6,0.0,24,0.0
4261,20200901:0900,16.8,0.0,15.4,24,0.0
4262,20200902:0900,12.6,0.0,11.2,24,0.0
4263,20200903:0900,0.0,1.4,0.0,24,0.0
4264,20200904:0900,0.0,2.8,0.0,24,0.0
4265,20200905:0900,1.4,2.7,0.0,24,0.0
4266,20200906:0900,31.0,0.0,26.9,24,0.0
4267,20200907:0900,11.4,0.0,10.0,24,0.0
4268,20200908:0900,0.0,1.4,0.0,24,0.0
4269,20200909:0900,0.0,2.8,0.0,24,0.0
4270,20200910:0900,0.2,3.9,0.0,24,0.0
4271,20200911:0900,1.6,3.7,0.0,24,0.0
4272,20200912:0900,0.0,5.1,0.0,24,0.0
4273,20200913:0900,0.0,6.5,0.0,24,0.0
4274,20200914:0900,0.4,7.5,0.0,24,0.0
4275,20200915:0900,9.2,0.0,0.4,24,0.0
4276,20200916:0900,20.2,0.0,18.8,24,0.0
4277,20200917:0900,4.8,0.0,3.4,24,0.0
4278,20200918:0900,32.0,0.0,30.6,24,0.0
4279,20200919:0900,4.6,0.0,3.2,24,0.0
4280,20200920:0900,0.0,1.4,0.0,24,0.0
4281,20200921:0900,0.0,2.8,0.0,24,0.0
4282,20200922:0900,0.0,4.1,0.0,24,0.0
4283,20200923:0900,13.6,0.0,8.1,24,0.0
4284,20200924:0900,0.0,1.4,0.0,24,0.0
4285,20200925:0900,4.4,0.0,1.6,24,0.0
4286,20200926:0900,1.4,0.0,0.0,24,0.0
4287,20200927:0800,33.4,0.0,32.0,24,0.0
4288,20200928:0800,14.6,0.0,13.2,24,0.0
4289,20200929:0800,18.6,0.0,17.2,24,0.0
4290,20200930:0800,11.2,0.0,9.8,24,0.0
4291,20201001:0800,0.2,1.2,0.0,24,0.0
4292,20201002:0800,0.0,3.5,0.0,24,0.0
4293,20201003:0800,0.0,5.8,0.0,24,0.0
4294,20201004:0800,0.6,7.5,0.0,24,0.0
4295,20201005:0800,0.0,9.8,0.0,24,0.0
4296,20201006:0800,0.0,12.1,0.0,24,0.0
4297,20201007:0800,8.4,6.0,0.0,24,0.0
4298,20201008:0800,0.6,7.7,0.0,24,0.0
4299,20201009:0800,3.8,6.2,0.0,24,0.0
4300,20201010:0800,3.8,4.7,0.0,24,0.0
4301,20201011:0800,19.6,0.0,12.6,24,0.0
4302,20201012:0800,27.4,0.0,25.1,24,0.0
4303,20201013:0800,14.8,0.0,12.5,24,0.0
4304,20201014:0800,1.2,1.1,0.0,24,0.0
4305,20201015:0800,0.0,3.4,0.0,24,0.0
4306,20201016:0800,0.0,5.7,0.0,24,0.0
4307,20201017:0800,0.2,7.8,0.0,24,0.0
4308,20201018:0800,4.4,5.7,0.0,24,0.0
4309,20201019:0800,3.4,4.6,0.0,24,0.0
4310,20201020:0800,7.4,0.0,0.5,24,0.0
4311,20201021:0800,0.0,2.3,0.0,24,0.0
4312,20201022:0800,0.0,4.6,0.0,24,0.0
4313,20201023:0800,0.0,6.9,0.0,24,0.0
4314,20201024:0800,0.0,9.2,0.0,24,0.0
4315,20201025:0800,0.0,11.5,0.0,24,0.0
4316,20201026:0800,0.0,13.8,0.0,24,0.0
4317,20201027:0800,17.6,0.0,1.5,24,0.0
4318,20201028:0800,10.0,0.0,7.7,24,0.0
4319,20201029:0800,2.2,0.1,0.0,24,0.0
4320,20201030:0800,23.2,0.0,20.8,24,0.0
4321,20201031:0800,1.2,1.1,0.0,24,0.0
4322,20201101:0800,3.2,0.2,0.0,24,0.0
4323,20201102:0800,0.0,3.5,0.0,24,0.0
4324,20201103:0800,8.4,0.0,1.6,24,0.0
4325,20201104:0800,28.2,0.0,24.9,24,0.0
4326,20201105:0800,6.2,0.0,2.9,24,0.0
4327,20201106:0800,1.8,1.5,0.0,24,0.0
4328,20201107:0800,5.4,0.0,0.6,24,0.0
4329,20201108:0800,33.4,0.0,30.1,24,0.0
4330,20201109:0800,0.2,3.1,0.0,24,0.0
4331,20201110:0800,0.0,6.4,0.0,24,0.0
4332,20201111:0800,0.0,9.8,0.0,24,0.0
4333,20201112:0800,0.0,13.1,0.0,24,0.0
4334,20201113:0800,0.2,16.2,0.0,24,0.0
4335,20201114:0800,1.8,17.7,0.0,24,0.0
4336,20201115:0800,0.0,21.0,0.0,24,0.0
4337,20201116:0800,2.0,22.3,0.0,24,0.0
4338,20201117:0800,0.8,24.9,0.0,24,0.0
4339,20201118:0800,13.2,15.0,0.0,24,0.0
4340,20201119:0800,1.0,17.3,0.0,24,0.0
4341,20201120:0800,0.0,20.6,0.0,24,0.0
4342,20201121:0800,0.0,23.9,0.0,24,0.0
4343,20201122:0800,5.8,21.4,0.0,24,0.0
4344,20201123:0800,0.0,24.8,0.0,24,0.0
4345,20201124:0800,0.2,27.9,0.0,24,0.0
4346,20201125:0800,0.0,31.2,0.0,24,0.0
4347,20201126:0800,0.0,34.5,0.0,24,0.0
4348,20201127:0800,0.0,37.8,0.0,24,0.0
4349,20201128:0800,0.4,40.7,0.0,24,0.0
4350,20201129:0800,8.2,35.9,0.0,24,0.0
4351,20201130:0800,3.0,36.2,0.0,24,0.0
4352,20201201:0800,22.2,17.3,0.0,24,0.0
4353,20201202:0800,0.0,21.4,0.0,24,0.0
4354,20201203:0800,5.0,20.4,0.0,24,0.0
4355,20201204:0800,0.2,24.3,0.0,24,0.0
4356,20201205:0800,8.0,20.4,0.0,24,0.0
4357,20201206:0800,10.2,14.2,0.0,24,0.0
4358,20201207:0800,5.6,12.7,0.0,24,0.0
4359,20201208:0800,6.2,10.6,0.0,24,0.0
4360,20201209:0800,10.2,4.5,0.0,24,0.0
4361,20201210:0800,0.0,8.5,0.0,24,0.0
4362,20201211:0800,4.0,8.6,0.0,24,0.0
4363,20201212:0800,11.6,1.1,0.0,24,0.0
4364,20201213:0800,2.0,3.1,0.0,24,0.0
4365,20201214:0800,0.0,7.2,0.0,24,0.0
4366,20201215:0800,0.0,11.3,0.0,24,0.0
4367,20201216:0800,0.0,15.3,0.0,24,0.0
4368,20201217:0800,0.0,19.4,0.0,24,0.0
4369,20201218:0800,0.0,23.5,0.0,24,0.0
4370,20201219:0800,0.0,27.6,0.0,24,0.0
4371,20201220:0800,0.0,31.6,0.0,24,0.0
4372,20201221:0800,7.6,28.1,0.0,24,0.0
4373,20201222:0800,27.4,4.8,0.0,24,0.0
4374,20201223:0800,0.4,8.4,0.0,24,0.0
4375,20201224:0800,36.6,0.0,24.1,24,0.0
4376,20201225:0800,4.8,0.0,0.7,24,0.0
4377,20201226:0800,5.4,0.0,1.3,24,0.0
4378,20201227:0800,0.6,3.5,0.0,24,0.0
4379,20201228:0800,0.0,7.5,0.0,24,0.0
4380,20201229:0800,0.0,11.6,0.0,24,0.0
4381,20201230:0800,0.0,15.7,0.0,24,0.0
4382,20201231:0800,0.0,19.8,0.0,24,0.0
4383,20210101:0800,0.0,23.8,0.0,24,0.0
4384,20210102:0800,5.0,22.8,0.0,24,0.0
4385,20210103:0800,6.8,19.9,0.0,24,0.0
4386,20210104:0800,0.8,23.1,0.0,24,0.0
4387,20210105:0800,0.0,27.1,0.0,24,0.0
4388,20210106:0800,0.0,31.0,0.0,24,0.0
4389,20210107:0800,0.2,34.8,0.0,24,0.0
4390,20210108:0800,0.0,38.8,0.0,24,0.0
4391,20210109:0800,0.6,42.1,0.0,24,0.0
4392,20210110:0800,0.0,46.1,0.0,24,0.0
4393,20210111:0800,1.0,49.0,0.0,24,0.0
4394,20210112:0800,0.0,53.0,0.0,24,0.0
4395,20210113:0800,0.0,57.0,0.0,24,0.0
4396,20210114:0800,0.0,60.9,0.0,24,0.0
4397,20210115:0800,0.0,64.9,0.0,24,0.0
4398,20210116:0800,0.0,68.8,0.0,24,0.0
4399,20210117:0800,2.0,70.8,0.0,24,0.0
4400,20210118:0800,30.8,44.0,0.0,24,0.0
4401,20210119:0800,8.6,39.3,0.0,24,0.0
4402,20210120:0800,37.8,5.5,0.0,24,0.0
4403,20210121:0800,42.2,0.0,32.7,24,0.0
4404,20210122:0800,18.2,0.0,14.2,24,0.0
4405,20210123:0800,0.0,4.0,0.0,24,0.0
4406,20210124:0800,1.2,6.7,0.0,24,0.0
4407,20210125:0800,0.2,10.5,0.0,24,0.0
4408,20210126:0800,0.0,14.4,0.0,24,0.0
4409,20210127:0800,0.0,18.4,0.0,24,0.0
4410,20210128:0800,9.4,13.0,0.0,24,0.0
4411,20210129:0800,0.0,16.9,0.0,24,0.0
4412,20210130:0800,0.0,20.9,0.0,24,0.0
4413,20210131:0800,0.0,24.9,0.0,24,0.0
4414,20210201:0800,0.0,28.8,0.0,24,0.0
4415,20210202:0800,0.0,32.9,0.0,24,0.0
4416,20210203:0800,0.0,37.0,0.0,24,0.0
4417,20210204:0800,0.0,41.1,0.0,24,0.0
4418,20210205:0800,0.0,45.2,0.0,24,0.0
4419,20210206:0800,0.0,49.3,0.0,24,0.0
4420,20210207:0800,0.0,53.4,0.0,24,0.0
4421,20210208:0800,0.0,57.5,0.0,24,0.0
4422,20210209:0800,1.0,60.6,0.0,24,0.0
4423,20210210:0800,58.0,6.7,0.0,24,0.0
4424,20210211:0800,0.0,10.8,0.0,24,0.0
4425,20210212:0800,0.0,15.0,0.0,24,0.0
4426,20210213:0800,0.0,19.1,0.0,24,0.0
4427,20210214:0800,0.0,23.2,0.0,24,0.0
4428,20210215:0800,0.0,27.3,0.0,24,0.0
4429,20210216:0800,0.0,31.4,0.0,24,0.0
4430,20210217:0800,0.0,35.5,0.0,24,0.0
4431,20210218:0800,0.0,39.6,0.0,24,0.0
4432,20210219:0800,0.0,43.7,0.0,24,0.0
4433,20210220:0800,0.0,47.8,0.0,24,0.0
4434,20210221:0800,0.0,51.9,0.0,24,0.0
4435,20210222:0800,0.0,56.0,0.0,24,0.0
4436,20210223:0800,0.0,60.1,0.0,24,0.0
4437,20210224:0800,0.0,64.2,0.0,24,0.0
4438,20210225:0800,4.8,63.5,0.0,24,0.0
4439,20210226:0800,5.0,62.6,0.0,24,0.0
4440,20210227:0800,2.0,64.7,0.0,24,0.0
4441,20210228:0800,0.0,68.8,0.0,24,0.0
4442,20210301:0800,4.8,68.1,0.0,24,0.0
4443,20210302:0800,4.8,65.8,0.0,24,0.0
4444,20210303:0800,2.6,65.6,0.0,24,0.0
4445,20210304:0800,2.2,65.9,0.0,24,0.0
4446,20210305:0800,2.8,65.6,0.0,24,0.0
4447,20210306:0800,30.6,37.4,0.0,24,0.0
4448,20210307:0800,17.0,22.9,0.0,24,0.0
4449,20210308:0800,3.4,21.9,0.0,24,0.0
4450,20210309:0800,0.0,24.4,0.0,24,0.0
4451,20210310:0800,1.0,25.9,0.0,24,0.0
4452,20210311:0800,10.6,17.7,0.0,24,0.0
4453,20210312:0800,1.2,19.0,0.0,24,0.0
4454,20210313:0800,0.0,21.4,0.0,24,0.0
4455,20210314:0800,0.0,23.9,0.0,24,0.0
4456,20210315:0800,0.0,26.4,0.0,24,0.0
4457,20210316:0800,20.6,8.2,0.0,24,0.0
4458,20210317:0800,0.2,10.5,0.0,24,0.0
4459,20210318:0800,0.0,13.0,0.0,24,0.0
4460,20210319:0800,0.0,15.4,0.0,24,0.0
4461,20210320:0800,0.0,17.9,0.0,24,0.0
4462,20210321:0800,0.0,20.3,0.0,24,0.0
4463,20210322:0800,0.0,22.8,0.0,24,0.0
4464,20210323:0800,0.0,25.3,0.0,24,0.0
4465,20210324:0800,0.0,27.7,0.0,24,0.0
4466,20210325:0800,0.0,30.2,0.0,24,0.0
4467,20210326:0800,0.0,32.6,0.0,24,0.0
4468,20210327:0800,0.0,35.1,0.0,24,0.0
4469,20210328:0800,6.4,31.2,0.0,24,0.0
4470,20210329:0800,15.2,18.4,0.0,24,0.0
4471,20210330:0800,7.8,13.1,0.0,24,0.0
4472,20210331:0800,0.0,15.6,0.0,24,0.0
4473,20210401:0800,11.2,6.8,0.0,24,0.0
4474,20210402:0800,0.0,7.9,0.0,24,0.0
4475,20210403:0800,4.2,4.9,0.0,24,0.0
4476,20210404:0900,0.2,5.8,0.0,24,0.0
4477,20210405:0900,0.0,7.0,0.0,24,0.0
4478,20210406:0900,0.0,8.1,0.0,24,0.0
4479,20210407:0900,0.0,9.2,0.0,24,0.0
4480,20210408:0900,0.0,10.4,0.0,24,0.0
4481,20210409:0900,0.0,11.5,0.0,24,0.0
4482,20210410:0900,14.0,0.0,1.4,24,0.0
4483,20210411:0900,41.6,0.0,40.5,24,0.0
4484,20210412:0900,6.8,0.0,5.7,24,0.0
4485,20210413:0900,18.0,0.0,16.9,24,0.0
4486,20210414:0900,13.2,0.0,12.1,24,0.0
4487,20210415:0900,0.0,1.1,0.0,24,0.0
4488,20210416:0900,0.6,1.7,0.0,24,0.0
4489,20210417:0900,15.0,0.0,12.2,24,0.0
4490,20210418:0900,0.4,0.7,0.0,24,0.0
4491,20210419:0900,0.2,1.7,0.0,24,0.0
4492,20210420:0900,0.0,2.8,0.0,24,0.0
4493,20210421:0900,1.8,2.1,0.0,24,0.0
4494,20210422:0900,0.0,3.3,0.0,24,0.0
4495,20210423:0900,0.6,3.8,0.0,24,0.0
4496,20210424:0900,20.2,0.0,15.2,24,0.0
4497,20210425:0900,0.8,0.3,0.0,24,0.0
4498,20210426:0900,7.2,0.0,5.7,24,0.0
4499,20210427:0900,18.2,0.0,17.1,24,0.0
4500,20210428:0900,0.0,1.1,0.0,24,0.0
4501,20210429:0900,0.0,2.3,0.0,24,0.0
4502,20210430:0900,0.0,3.4,0.0,24,0.0
4503,20210501:0900,0.0,4.5,0.0,24,0.0
4504,20210502:0900,0.0,5.0,0.0,24,0.0
4505,20210503:0900,0.0,5.6,0.0,24,0.0
4506,20210504:0900,0.0,6.1,0.0,24,0.0
4507,20210505:0900,0.4,6.2,0.0,24,0.0
4508,20210506:0900,1.6,5.1,0.0,24,0.0
4509,20210507:0900,0.0,5.6,0.0,24,0.0
4510,20210508:0900,0.0,6.1,0.0,24,0.0
4511,20210509:0900,19.6,0.0,13.0,24,0.0
4512,20210510:0900,6.8,0.0,6.3,24,0.0
4513,20210511:0900,32.2,0.0,31.7,24,0.0
4514,20210512:0900,15.6,0.0,15.1,24,0.0
4515,20210513:0900,0.2,0.3,0.0,24,0.0
4516,20210514:0900,0.0,0.8,0.0,24,0.0
4517,20210515:0900,24.2,0.0,22.9,24,0.0
4518,20210516:0900,0.8,0.0,0.3,24,0.0
4519,20210517:0900,9.4,0.0,8.9,24,0.0
4520,20210518:0900,14.8,0.0,14.3,24,0.0
4521,20210519:0900,14.6,0.0,14.1,24,0.0
4522,20210520:0900,2.2,0.0,1.7,24,0.0
4523,20210521:0900,0.0,0.5,0.0,24,0.0
4524,20210522:0900,0.2,0.8,0.0,24,0.0
4525,20210523:0900,0.0,1.3,0.0,24,0.0
4526,20210524:0900,0.0,1.8,0.0,24,0.0
4527,20210525:0900,0.0,2.3,0.0,24,0.0
4528,20210526:0900,0.0,2.8,0.0,24,0.0
4529,20210527:0900,0.0,3.3,0.0,24,0.0
4530,20210528:0900,1.4,2.4,0.0,24,0.0
4531,20210529:0900,8.0,0.0,5.1,24,0.0
4532,20210530:0900,1.8,0.0,1.3,24,0.0
4533,20210531:0900,16.6,0.0,16.1,24,0.0
4534,20210601:0900,0.2,0.3,0.0,24,0.0
4535,20210602:0900,0.0,0.6,0.0,24,0.0
4536,20210603:0900,0.0,0.8,0.0,24,0.0
4537,20210604:0900,0.0,1.1,0.0,24,0.0
4538,20210605:0900,0.2,1.2,0.0,24,0.0
4539,20210606:0900,37.4,0.0,36.0,24,0.0
4540,20210607:0900,6.2,0.0,5.9,24,0.0
4541,20210608:0900,1.0,0.0,0.7,24,0.0
4542,20210609:0900,0.0,0.3,0.0,24,0.0
4543,20210610:0900,0.2,0.3,0.0,24,0.0
4544,20210611:0900,0.0,0.6,0.0,24,0.0
4545,20210612:0900,0.2,0.7,0.0,24,0.0
4546,20210613:0900,0.2,0.7,0.0,24,0.0
4547,20210614:0900,27.8,0.0,26.8,24,0.0
4548,20210615:0900,2.6,0.0,2.3,24,0.0
4549,20210616:0900,7.2,0.0,6.9,24,0.0
4550,20210617:0900,1.8,0.0,1.5,24,0.0
4551,20210618:0900,18.4,0.0,18.1,24,0.0
4552,20210619:0900,0.2,0.1,0.0,24,0.0
4553,20210620:0900,0.8,0.0,0.5,24,0.0
4554,20210621:0900,0.0,0.3,0.0,24,0.0
4555,20210622:0900,0.0,0.5,0.0,24,0.0
