"site","season","precipitation","precipitation_units","period_start","period_end","lat","lon","anomaly_1961","anomaly_1991"
"Hokitika (West Coast)","Spring",600.4,"mm","1989-09-01","1989-11-30",-42.71228,170.98428,-184,-152
"Invercargill (Southland)","Spring",155.9,"mm","1989-09-01","1989-11-30",-46.41741,168.33052,-98.1,-132.8
"Kerikeri (Northland)","Spring",633.4,"mm","1989-09-01","1989-11-30",-35.183,173.926,264.3,295.9
"Lake Tekapo (Canterbury)","Spring",65.7,"mm","1989-09-01","1989-11-30",-44.002,170.441,-84.8,-82.2
"Masterton (Wellington)","Spring",214,"mm","1989-09-01","1989-11-30",-40.957,175.707,30.6,-1.7
"Milford Sound (Southland)","Spring",1237.9,"mm","1989-09-01","1989-11-30",-44.67384,167.92406,-367.9,-393.8
"Napier (Hawke's Bay)","Spring",255.9,"mm","1989-09-01","1989-11-30",-39.49846,176.91189,101.5,89.9
"Nelson (Nelson)","Spring",219.9,"mm","1989-09-01","1989-11-30",-41.299,173.226,-13.8,-7
"New Plymouth (Taranaki)","Spring",339.6,"mm","1989-09-01","1989-11-30",-39.0079,174.18382,-13.8,-11.6
"Queenstown (Otago)","Spring",76,"mm","1989-09-01","1989-11-30",-45.01758,168.74005,-101,-108.7
"Reefton (West Coast)","Spring",383.3,"mm","1989-09-01","1989-11-30",-42.11578,171.86014,-176.8,-132.5
"Rotorua (Bay of Plenty)","Spring",467.59999999999997,"mm","1989-09-01","1989-11-30",-38.10595,176.31485,126.3,184.7
"Tara Hills (Canterbury)","Spring",32.199999999999996,"mm","1989-09-01","1989-11-30",-44.52612,169.88948,-104.5,-93
"Taumarunui (Manawatū-Whanganui)","Spring",382,"mm","1989-09-01","1989-11-30",-38.88784,175.25981,6.6,-19.5
"Taupō (Waikato)","Spring",340.7,"mm","1989-09-01","1989-11-30",-38.74263,176.08104,113.6,122.9
"Tauranga (Bay of Plenty)","Spring",456,"mm","1989-09-01","1989-11-30",-37.673,176.196,161.2,222.8
"Timaru (Canterbury)","Spring",76.10000000000001,"mm","1989-09-01","1989-11-30",-44.30517,171.22141,-49.7,-62
"Waiouru (Manawatū-Whanganui)","Spring",261.90000000000003,"mm","1989-09-01","1989-11-30",-39.46249,175.66283,6.9,-40.1
"Wellington (Wellington)","Spring",278.5,"mm","1989-09-01","1989-11-30",-41.285,174.768,-36.1,-54.6
"Whanganui (Manawatū-Whanganui)","Spring",231.3,"mm","1989-09-01","1989-11-30",-39.93704,175.04509,25.8,-9
"Whangaparāoa (Auckland)","Spring",495.79999999999995,"mm","1989-09-01","1989-11-30",-36.606,174.835,236,274.1
"Whangārei (Northland)","Spring",626.3,"mm","1989-09-01","1989-11-30",-35.769,174.364,307,360.8
"Auckland (Auckland)","Winter",271.9,"mm","1989-06-01","1989-08-31",-37.00813,174.78873,-87.9,-97.9
"Blenheim (Marlborough)","Winter",216.6,"mm","1989-06-01","1989-08-31",-41.52133,173.86439,19.1,8.3
"Christchurch (Canterbury)","Winter",170.89999999999998,"mm","1989-06-01","1989-08-31",-43.493,172.537,-7.6,-19.6
"Dannevirke (Manawatū-Whanganui)","Winter",203.4,"mm","1989-06-01","1989-08-31",-40.21,176.109,-92.7,-68.4
"Dunedin (Otago)","Winter",147,"mm","1989-06-01","1989-08-31",-45.90129,170.5147,-24.6,-12.4
"Gisborne (Gisborne)","Winter",275.1,"mm","1989-06-01","1989-08-31",-38.6586,177.9851,-73.3,-42.4
"Gore (Southland)","Winter",159.20000000000002,"mm","1989-06-01","1989-08-31",-46.115,168.887,-26.1,-35.5
"Hamilton (Waikato)","Winter",341.2,"mm","1989-06-01","1989-08-31",-37.86088,175.33175,-31.5,-40.2
"Hokitika (West Coast)","Winter",674,"mm","1989-06-01","1989-08-31",-42.71228,170.98428,2,-58.5
"Invercargill (Southland)","Winter",208.5,"mm","1989-06-01","1989-08-31",-46.41741,168.33052,-25.2,-64.1
"Kerikeri (Northland)","Winter",1034,"mm","1989-06-01","1989-08-31",-35.183,173.926,468.4,483.3
"Lake Tekapo (Canterbury)","Winter",77.2,"mm","1989-06-01","1989-08-31",-44.002,170.441,-92.6,-83.7
"Masterton (Wellington)","Winter",275.4,"mm","1989-06-01","1989-08-31",-40.957,175.707,9.4,5.9
"Milford Sound (Southland)","Winter",1128,"mm","1989-06-01","1989-08-31",-44.67384,167.92406,26.6,-154.8
"Napier (Hawke's Bay)","Winter",193.9,"mm","1989-06-01","1989-08-31",-39.49846,176.91189,-41.8,-39.3
"Nelson (Nelson)","Winter",303.8,"mm","1989-06-01","1989-08-31",-41.299,173.226,58.2,56.9
"New Plymouth (Taranaki)","Winter",484.2,"mm","1989-06-01","1989-08-31",-39.0079,174.18382,27.6,69.4
"Queenstown (Otago)","Winter",141.3,"mm","1989-06-01","1989-08-31",-45.01758,168.74005,-11.7,-34.2
"Reefton (West Coast)","Winter",562.7,"mm","1989-06-01","1989-08-31",-42.11578,171.86014,38.1,25.9
"Rotorua (Bay of Plenty)","Winter",329.6,"mm","1989-06-01","1989-08-31",-38.10595,176.31485,-82.3,-62.7
"Tara Hills (Canterbury)","Winter",69.2,"mm","1989-06-01","1989-08-31",-44.52612,169.88948,-48.1,-52.8
"Taumarunui (Manawatū-Whanganui)","Winter",341.1,"mm","1989-06-01","1989-08-31",-38.88784,175.25981,-45.8,-90.5
"Taupō (Waikato)","Winter",269.5,"mm","1989-06-01","1989-08-31",-38.74263,176.08104,9.2,-11.6
"Tauranga (Bay of Plenty)","Winter",334.9,"mm","1989-06-01","1989-08-31",-37.673,176.196,-53.5,-26.7
"Timaru (Canterbury)","Winter",74.39999999999999,"mm","1989-06-01","1989-08-31",-44.30517,171.22141,-42.6,-56.6
"Waiouru (Manawatū-Whanganui)","Winter",214.5,"mm","1989-06-01","1989-08-31",-39.46249,175.66283,-83.9,-129.8
"Wellington (Wellington)","Winter",443.70000000000005,"mm","1989-06-01","1989-08-31",-41.285,174.768,3.4,40.5
"Whanganui (Manawatū-Whanganui)","Winter",211.7,"mm","1989-06-01","1989-08-31",-39.93704,175.04509,-29.1,-49.8
"Whangaparāoa (Auckland)","Winter",435.2,"mm","1989-06-01","1989-08-31",-36.606,174.835,69.3,109.1
"Whangārei (Northland)","Winter",754.8,"mm","1989-06-01","1989-08-31",-35.769,174.364,268.9,306.8
"Auckland (Auckland)","Autumn",224.2,"mm","1989-03-01","1989-05-31",-37.00813,174.78873,-50.4,-54.6
"Blenheim (Marlborough)","Autumn",95.3,"mm","1989-03-01","1989-05-31",-41.52133,173.86439,-88.6,-73.1
"Christchurch (Canterbury)","Autumn",168.7,"mm","1989-03-01","1989-05-31",-43.493,172.537,0.5,7.9
"Dannevirke (Manawatū-Whanganui)","Autumn",186,"mm","1989-03-01","1989-05-31",-40.21,176.109,-73.2,-47.4
"Dunedin (Otago)","Autumn",130.8,"mm","1989-03-01","1989-05-31",-45.90129,170.5147,-55.4,-40.8
"Gisborne (Gisborne)","Autumn",310.1,"mm","1989-03-01","1989-05-31",-38.6586,177.9851,43.9,6.6
"Gore (Southland)","Autumn",266.8,"mm","1989-03-01","1989-05-31",-46.115,168.887,14.8,33.1
"Hamilton (Waikato)","Autumn",208.6,"mm","1989-03-01","1989-05-31",-37.86088,175.33175,-70.3,-80.7
"Hokitika (West Coast)","Autumn",696,"mm","1989-03-01","1989-05-31",-42.71228,170.98428,-5.8,-15.9
"Invercargill (Southland)","Autumn",355.40000000000003,"mm","1989-03-01","1989-05-31",-46.41741,168.33052,45,66.5
"Kerikeri (Northland)","Autumn",160.7,"mm","1989-03-01","1989-05-31",-35.183,173.926,-237.9,-266.4
"Lake Tekapo (Canterbury)","Autumn",159.6,"mm","1989-03-01","1989-05-31",-44.002,170.441,8.1,2
"Masterton (Wellington)","Autumn",190.70000000000002,"mm","1989-03-01","1989-05-31",-40.957,175.707,-15.5,-17.4
"Milford Sound (Southland)","Autumn",1368.6,"mm","1989-03-01","1989-05-31",-44.67384,167.92406,-268.3,-246.8
"Napier (Hawke's Bay)","Autumn",246.4,"mm","1989-03-01","1989-05-31",-39.49846,176.91189,42.2,51.2
"Nelson (Nelson)","Autumn",160.1,"mm","1989-03-01","1989-05-31",-41.299,173.226,-87.5,-69.1
"New Plymouth (Taranaki)","Autumn",318.5,"mm","1989-03-01","1989-05-31",-39.0079,174.18382,-53.9,-38.5
"Queenstown (Otago)","Autumn",155.8,"mm","1989-03-01","1989-05-31",-45.01758,168.74005,-31.3,-22
"Reefton (West Coast)","Autumn",382.5,"mm","1989-03-01","1989-05-31",-42.11578,171.86014,-96.7,-48.2
"Rotorua (Bay of Plenty)","Autumn",284.5,"mm","1989-03-01","1989-05-31",-38.10595,176.31485,-58.3,-80.6
"Tara Hills (Canterbury)","Autumn",175.6,"mm","1989-03-01","1989-05-31",-44.52612,169.88948,28.9,54.3
"Taumarunui (Manawatū-Whanganui)","Autumn",244.10000000000002,"mm","1989-03-01","1989-05-31",-38.88784,175.25981,-59.7,-86.7
"Taupō (Waikato)","Autumn",201.3,"mm","1989-03-01","1989-05-31",-38.74263,176.08104,-8.7,-21.2
"Tauranga (Bay of Plenty)","Autumn",192.5,"mm","1989-03-01","1989-05-31",-37.673,176.196,-153.3,-158.4
"Timaru (Canterbury)","Autumn",155.2,"mm","1989-03-01","1989-05-31",-44.30517,171.22141,7.6,26.7
"Waiouru (Manawatū-Whanganui)","Autumn",262.5,"mm","1989-03-01","1989-05-31",-39.46249,175.66283,17.8,7.4
"Wellington (Wellington)","Autumn",294.9,"mm","1989-03-01","1989-05-31",-41.285,174.768,-47.5,-16.3
"Whanganui (Manawatū-Whanganui)","Autumn",316.5,"mm","1989-03-01","1989-05-31",-39.93704,175.04509,105.5,92.2
"Whangaparāoa (Auckland)","Autumn",338.7,"mm","1989-03-01","1989-05-31",-36.606,174.835,72.6,64.5
"Whangārei (Northland)","Autumn",147,"mm","1989-03-01","1989-05-31",-35.769,174.364,-225.4,-172.4
"Auckland (Auckland)","Annual",1118.1,"mm","1989-01-01","1989-12-31",-37.00813,174.78873,-11.8,18.4
"Blenheim (Marlborough)","Annual",625.5,"mm","1989-01-01","1989-12-31",-41.52133,173.86439,-69.1,-80.1
"Christchurch (Canterbury)","Annual",709.5,"mm","1989-01-01","1989-12-31",-43.493,172.537,93.7,91.3
"Dannevirke (Manawatū-Whanganui)","Annual",835.6,"mm","1989-01-01","1989-12-31",-40.21,176.109,-193.9,-173.4
"Dunedin (Otago)","Annual",611.3,"mm","1989-01-01","1989-12-31",-45.90129,170.5147,-75.7,-88.7
"Gisborne (Gisborne)","Annual",1161.7,"mm","1989-01-01","1989-12-31",-38.6586,177.9851,140.1,141.5
"Gore (Southland)","Annual",870.6,"mm","1989-01-01","1989-12-31",-46.115,168.887,-31.6,-67.8
"Hamilton (Waikato)","Annual",1228.1,"mm","1989-01-01","1989-12-31",-37.86088,175.33175,8.9,7.6
"Hokitika (West Coast)","Annual",2819.4,"mm","1989-01-01","1989-12-31",-42.71228,170.98428,-4.9,-86.6
"Invercargill (Southland)","Annual",1079.6,"mm","1989-01-01","1989-12-31",-46.41741,168.33052,-2,-49.9
"Kerikeri (Northland)","Annual",2501.4,"mm","1989-01-01","1989-12-31",-35.183,173.926,872,857.4
"Lake Tekapo (Canterbury)","Annual",487.3,"mm","1989-01-01","1989-12-31",-44.002,170.441,-110.5,-112
"Masterton (Wellington)","Annual",821.7,"mm","1989-01-01","1989-12-31",-40.957,175.707,13.5,-32.9
